,0,1,2,3,4,5,6,7,8,9
0,0.0,110.4126663087095,102.0971750554495,129.76437887111615,362.9828138347732,154.75914395335928,115.77449027263708,172.64566268055557,92.05974563858706,154.85926710334547
1,110.72187845952976,0.0,67.55712925159241,80.19481854773119,152.00508278087068,127.19830131178537,83.63444224102147,123.7082222472419,58.93695425278463,142.21320587741695
2,101.15363445150672,67.54888032638337,0.0,86.96895867085061,96.01330878094109,28.99283008029238,15.979831582703582,43.59767374653222,32.62116413077774,24.20625304922794
3,129.3599592119749,81.21707933874427,86.99631401700253,0.0,105.12862417879205,103.81657516388145,99.0282147049578,133.71804917889745,105.02857611309389,107.21871151379992
4,354.9314966909028,156.66310372612168,94.97804324268361,96.03041316008921,0.0,61.272042225650125,79.69284147876408,71.07586314731088,242.38017693161896,63.00919812685868
5,150.97513283026012,131.4647863657126,30.5894813311254,103.58298672268336,61.27205382854277,0.0,20.189783194963866,8.090893914382036,80.77936652367123,8.210612500823345
6,113.48073841968699,83.63448968631872,15.278104657348194,98.8618151881816,79.69284147876408,20.189783194963866,0.0,22.849547372605457,20.076530746086974,12.513121808986511
7,172.64566268055557,123.68084936382013,43.62512767102385,133.72247208381634,71.08166174459143,8.090893914382036,22.849547372605457,0.0,50.17332434776495,6.765673916688797
8,91.90004702670706,58.957124478269066,32.62119750937882,115.8311943603602,253.18425678372614,69.84451673795513,20.076530865296263,50.154702724248864,0.0,82.91826844940567
9,153.7075235495356,143.10020430702014,24.063748733436228,107.04184999308052,62.482814170853885,13.080467351852008,12.51315990904061,6.765673916688797,82.9256401164431,0.0
