,0,1,2,3,4,5,6,7,8,9
0,0.0,376.45750872291,363.37728224800543,337.63743409072777,381.39175917357517,412.9833280705707,366.6931999566483,413.71264426783864,272.8302830732341,345.36247549200436
1,328.4738364817987,0.0,60.01375434964273,47.782135561912625,55.542588358984034,55.15644823113455,50.823791879254586,68.55791658595825,75.90171600055734,48.133095009772525
2,366.79324469749866,60.03223141547347,0.0,72.14262315349721,33.550595614519324,28.47215672812493,26.644876635043026,32.75604172030278,69.4656579025596,26.40808138551266
3,322.8444217705679,49.19220379031036,72.02025962898044,0.0,38.474208685389264,44.13832665028315,40.18179209852991,53.335028121654275,83.05833987765999,44.17756724892022
4,386.5333478058855,55.543434273669234,37.37295786413483,38.558042749016884,0.0,13.906807763687182,15.677381063306628,13.665941653146362,98.94179865306214,23.33659301287983
5,386.80530230367805,55.61046141556923,28.920738283825663,44.13832635802511,13.825177834505736,0.0,18.87154411636091,14.923572639264135,96.8802695138587,14.846822900277038
6,366.6931996967111,50.8237946596857,26.644876635043026,40.196214390602805,17.181563580611858,18.872151475879434,0.0,9.490358031347577,84.22315242922322,14.955670700271753
7,413.71264426783864,68.55791657141754,32.75604172030278,53.33502811920265,13.748464628806781,14.923572639264135,10.098174340007175,0.0,97.72103320122163,16.158658750371202
8,271.5814203426428,68.8305405876739,69.9812714131613,82.19697444501398,108.61542352388932,96.86989872231432,83.75824913424778,97.72103320604548,0.0,75.63766074777482
9,345.20923791607186,47.72836642069449,26.134621523585125,46.40857143959446,21.47525429651988,14.614165057643541,14.023493282099784,16.158658750371202,75.46299634384559,0.0
